Form,CSV column,Matched field label,Domain,Score,Matched
PDQ 39,PDQ-39 Activities of Daily Living (Scale Score),pdq 39 activities of daily living scale score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Emotional Well Being (Raw Score),pdq 39 emotional well being raw score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Emotional Well Being (Scale Score),pdq 39 emotional well being scale score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Stigma (Raw Score),pdq 39 stigma raw score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Stigma (Scale Score),pdq 39 stigma scale score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Social Support (Raw Score),pdq 39 social support raw score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Social Support (Scale Score),pdq 39 social support scale score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Cognition (Raw Score),pdq 39 cognition raw score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Cognition (Scale Score),pdq 39 cognition scale score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Communication (Raw Score),pdq 39 communication raw score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Communication (Scale Score),pdq 39 communication scale score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Bodily Discomfort (Raw Score),pdq 39 bodily discomfort raw score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Bodily Discomfort (Scale Score),pdq 39 bodily discomfort scale score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Total Raw Score ,pdq 39 total raw score,Composite Scores,1.0,Yes
PDQ 39,PDQ-39 Summary Index,pdq 39 summary index,Composite Scores,1.0,Yes
PDQ 8,Questionnaire completed:     Questionnaire rempli:,questionnaire completed questionnaire rempli,Admin,1.0,Yes
PDQ 8,How is the questionnaire completed?     Comment le questionnaire est-il rempli?,how is the questionnaire completed comment le questionnaire est il rempli,Admin,1.0,Yes
PDQ 8,1. Had difficulty getting around in public?,1 had difficulty getting around in public,Motor,1.0,Yes
PDQ 8,2. Had difficulty dressing yourself?,2 had difficulty dressing yourself,Activities of Daily Living,1.0,Yes
PDQ 8,3. Felt depressed?,3 felt depressed,Mood / Psychiatric,1.0,Yes
PDQ 8,4. Had problems with your close personal relationships?,4 had problems with your close personal relationships,Mood / Psychiatric,1.0,Yes
PDQ 8,"5. Had problems with your concentration, e.g. when reading or watching TV?",5 had problems with your concentration e g when reading or watching tv,Cognitive Function,1.0,Yes
PDQ 8,6. Felt unable to communicate with people properly?,6 felt unable to communicate with people properly,Mood / Psychiatric,1.0,Yes
PDQ 8,7. Had painful muscle cramps or spasms?,7 had painful muscle cramps or spasms,Non-Motor,1.0,Yes
PDQ 8,8. Felt embarrassed in public due to having Parkinson's disease?,8 felt embarrassed in public due to having parkinson s disease,Mood / Psychiatric,1.0,Yes
PDQ 8,PDQ-8 Raw Score,pdq 8 raw score,Composite Scores,1.0,Yes
PDQ 8,PDQ-8 Summary Index,pdq 8 summary index,Composite Scores,1.0,Yes
Parkinson Severity Scale,Questionnaire completed:     Questionnaire rempli:,questionnaire completed questionnaire rempli,Admin,1.0,Yes
Parkinson Severity Scale,How is the questionnaire completed?     Comment le questionnaire est-il rempli?,how is the questionnaire completed comment le questionnaire est il rempli,Admin,1.0,Yes
Parkinson Severity Scale,A.1. Feeling anxious or nervous,a 1 feeling anxious or nervous,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,A.2. Feeling Tense or stressed,a 2 feeling tense or stressed,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,A.3. Being unable to relax ,a 3 being unable to relax,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,A.4. Excessive worrying about everyday matters,a 4 excessive worrying about everyday matters,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,"A.5. Fear of something bad, or even the worst, happening",a 5 fear of something bad or even the worst happening,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,B.1. Panic or intense fear,b 1 panic or intense fear,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,B.2. Shortness of breath,b 2 shortness of breath,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,B.3. Heart palpitations or heart beating fast (not related to physical effort or,b 3 heart palpitations or heart beating fast not related to physical effort or activity,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,B.4. Fear of losing control,b 4 fear of losing control,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,"C.1. Social situations (where one may be observed, or evaluated by others, such ",c 1 social situations where one may be observed or evaluated by others such as speaking in public or talking to unknown people,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,C.2. Public Setting (situations from which it may be difficult or embarrassing t,c 2 public setting situations from which it may be difficult or embarrassing to escape such as queues or lines crowds bridges or public transportation,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,"C.3. Specific objects or situations (such as flying, heights, spiders or other a",c 3 specific objects or situations such as flying heights spiders or other animals needles or blood,Mood / Psychiatric,1.0,Yes
Parkinson Severity Scale,PAS Score,pas score,Composite Scores,1.0,Yes
SCOPA,Questionnaire completed:     Questionnaire rempli:,questionnaire completed questionnaire rempli,Admin,1.0,Yes
SCOPA,How is the questionnaire completed?     Comment le questionnaire est-il rempli?,how is the questionnaire completed comment le questionnaire est il rempli,Admin,1.0,Yes
SCOPA,"1. In the past month, have you had difficulty swallowing or have you choked?",1 in the past month have you had difficulty swallowing or have you choked,Autonomic Functioning,1.0,Yes
SCOPA,"2. In the past month, has saliva dribbled out of your mouth?",2 in the past month has saliva dribbled out of your mouth,Autonomic Functioning,1.0,Yes
SCOPA,"3. In the past month, has food ever become stuck in your throath?",3 in the past month has food ever become stuck in your throath,Autonomic Functioning,1.0,Yes
SCOPA,"4. In the past month, did you ever have the feeling during a meal that you were ",4 in the past month did you ever have the feeling during a meal that you were full very quickly,Autonomic Functioning,1.0,Yes
SCOPA,"5. Constipation is a blockage of the bowel, a condition in which someone has a b",5 constipation is a blockage of the bowel a condition in which someone has a bowel movement twice a week or less in the past month have you had problems with constipation,Autonomic Functioning,1.0,Yes
SCOPA,"6. In the past month, did you have to strain hard to pass stools?",6 in the past month did you have to strain hard to pass stools,Autonomic Functioning,1.0,Yes
SCOPA,"7. In the past month, have you had involuntary loss of stools?",7 in the past month have you had involuntary loss of stools,Autonomic Functioning,1.0,Yes
SCOPA,Questions 8 to 13 deal with problems with passing urine. If you use a catheter y,questions 8 to 13 deal with problems with passing urine if you use a catheter you can indicate this by placing a cross in the box use cathether,Admin,1.0,Yes
SCOPA,"8. In the past month, have you had difficulty retaining urine?",8 in the past month have you had difficulty retaining urine,Autonomic Functioning,1.0,Yes
SCOPA,"9. In the past month, have you had involuntary loss of urine?",9 in the past month have you had involuntary loss of urine,Autonomic Functioning,1.0,Yes
SCOPA,"10. In the past month, have you had the feeling that after passing urine your bl",10 in the past month have you had the feeling that after passing urine your bladder was not completely empty,Autonomic Functioning,1.0,Yes
SCOPA,"11. In the past month, has the stream of urine been weak?",11 in the past month has the stream of urine been weak,Autonomic Functioning,1.0,Yes
SCOPA,"12. In the past month, have you had to pass urine again within 2 hours of the pr",12 in the past month have you had to pass urine again within 2 hours of the previous time,Autonomic Functioning,1.0,Yes
SCOPA,"13. In the past month, have you had to pass urine at night?",13 in the past month have you had to pass urine at night,Autonomic Functioning,1.0,Yes
SCOPA,"14. In the past month, when standing up have you had the feeling of either becom",14 in the past month when standing up have you had the feeling of either becoming lightheaded or no longer being able to see properly or no longer being able to think clearly,Autonomic Functioning,1.0,Yes
SCOPA,"15. In the past month, did you become light-headed after standing for some time?",15 in the past month did you become light headed after standing for some time,Autonomic Functioning,1.0,Yes
SCOPA,16. Have you fainted in the past 6 months?,16 have you fainted in the past 6 months,Autonomic Functioning,1.0,Yes
SCOPA,"17. In the past month, have you ever perspired excessively during the day?",17 in the past month have you ever perspired excessively during the day,Autonomic Functioning,1.0,Yes
SCOPA,"18. In the past month, have you ever perspired excessively during the night?",18 in the past month have you ever perspired excessively during the night,Autonomic Functioning,1.0,Yes
SCOPA,"19. In the past month, have your eyes ever been over-sensitive to bright light?",19 in the past month have your eyes ever been over sensitive to bright light,Autonomic Functioning,1.0,Yes
SCOPA,"20. In the past month, how often have you had trouble tolerating cold?",20 in the past month how often have you had trouble tolerating cold,Autonomic Functioning,1.0,Yes
SCOPA,"21. In the past month, how often have you had trouble tolerating heat?",21 in the past month how often have you had trouble tolerating heat,Autonomic Functioning,1.0,Yes
SCOPA,What is the gender of the participant?,what is the gender of the participant,Admin,1.0,Yes
SCOPA,"22. In the past month, have you been impotent (unable to have or maintain an ere",22 in the past month have you been impotent unable to have or maintain an erection,Autonomic Functioning,1.0,Yes
SCOPA,"23. In the past month, how often have you been unable to ejaculate?",23 in the past month how often have you been unable to ejaculate,Autonomic Functioning,1.0,Yes
SCOPA,"23a. In the past month, have you taken medication for an erection disorder? ",23a in the past month have you taken medication for an erection disorder,Autonomic Functioning,1.0,Yes
SCOPA,Which medication have you taken for an erection disorder?,which medication have you taken for an erection disorder,Autonomic Functioning,1.0,Yes
SCOPA,"24. In the past month, was your vagina too dry during sexual activity?",24 in the past month was your vagina too dry during sexual activity,Autonomic Functioning,1.0,Yes
SCOPA,"25. In the past month, have you had difficulty reaching an orgasm?",25 in the past month have you had difficulty reaching an orgasm,Autonomic Functioning,1.0,Yes
SCOPA,a. constipation?,a constipation,Autonomic Functioning,1.0,Yes
SCOPA,What medication have used?,what medication have used,Autonomic Functioning,1.0,Yes
SCOPA,d. urinary problems?,d urinary problems,Autonomic Functioning,1.0,Yes
SCOPA,What medication have used?2,what medication have used,Autonomic Functioning,0.8,Yes
SCOPA,e. blood pressure?,e blood pressure,Autonomic Functioning,1.0,Yes
SCOPA,What medication have used?3,what medication have used,Autonomic Functioning,0.8,Yes
SCOPA,f. other symptoms (not symptoms related to Parkinson's disease),f other symptoms not symptoms related to parkinson s disease,Autonomic Functioning,1.0,Yes
SCOPA,What medication have used?4,what medication have used,Autonomic Functioning,0.8,Yes
SCOPA,Gastrointestinal dysfunction ,gastrointestinal dysfunction,Composite Scores,1.0,Yes
SCOPA,Urinary dysfunction ,urinary dysfunction,Composite Scores,1.0,Yes
SCOPA,Cardiovascular dysfunction,cardiovascular dysfunction,Composite Scores,1.0,Yes
SCOPA,Thermoregulatory dysfunction ,thermoregulatory dysfunction,Composite Scores,1.0,Yes
SCOPA,Pupillomotor dysfunction ,pupillomotor dysfunction,Composite Scores,1.0,Yes
SCOPA,Sexual dysfunction men ,sexual dysfunction men,Composite Scores,1.0,Yes
SCOPA,Sexual dysfunction women,sexual dysfunction women,Composite Scores,1.0,Yes
SCOPA,Total Score,total score,Composite Scores,1.0,Yes
Schwab & England,Questionnaire completed:     Questionnaire rempli:,questionnaire completed questionnaire rempli,Admin,1.0,Yes
Schwab & England,How is the questionnaire completed?     Comment le questionnaire est-il rempli?,how is the questionnaire completed comment le questionnaire est il rempli,Admin,1.0,Yes
Schwab & England,Please carefully read each item in the list below. Mark one box based on how clo,please carefully read each item in the list below mark one box based on how closely you agree with the statement below,Admin,1.0,Yes
Schwab & England,Score,score,Activities of Daily Living,1.0,Yes
Timed Up Go,Questionnaire completed:     Questionnaire rempli:,questionnaire completed questionnaire rempli,Admin,1.0,Yes
Timed Up Go,How is the test completed?     Comment le test est-il complété?,how is the test completed comment le test est il complété,Admin,1.0,Yes
Timed Up Go,Le patient a-t-il/elle fait le test:,le patient a t il elle fait le test,Motor,1.0,Yes
Timed Up Go,Temps (secondes),temps secondes,Motor,1.0,Yes
Timed Up Go,Temps (secondes)2,temps secondes,Motor,0.667,Yes
Timed Up Go,Temps (secondes)3,temps secondes,Motor,0.667,Yes
Timed Up Go,"Si fluctuations motrices pendant le test, le patient se considère-t-il/elle:",si fluctuations motrices pendant le test le patient se considère t il elle,Motor,1.0,Yes
UPDRS 1.2 part 3,Assessment completed:     Évaluation remplie:,assessment completed évaluation remplie,Admin,1.0,Yes
UPDRS 1.2 part 3,How was the UPDRS administered?   Comment le UPDRS a-t-il été administré?,how was the updrs administered comment le updrs a t il été administré,Admin,1.0,Yes
UPDRS 1.2 part 3,1. Speech,1 speech,Motor,1.0,Yes
UPDRS 1.2 part 3,2. Facial Express,2 facial express,Motor,1.0,Yes
UPDRS 1.2 part 3,"3a. Tremor/ Rest (face, lips chin)",3a tremor rest face lips chin,Motor,1.0,Yes
UPDRS 1.2 part 3,3b. Tremor/ Rest Hand (right),3b tremor rest hand right,Motor,1.0,Yes
UPDRS 1.2 part 3,3c. Tremor/ Rest Hand (left),3c tremor rest hand left,Motor,1.0,Yes
UPDRS 1.2 part 3,3d. Tremor/ Rest Foot (right),3d tremor rest foot right,Motor,1.0,Yes
UPDRS 1.2 part 3,3e. Tremor/ Rest Foot (left),3e tremor rest foot left,Motor,1.0,Yes
UPDRS 1.2 part 3,4a. Action: Hand (right),4a action hand right,Motor,1.0,Yes
UPDRS 1.2 part 3,4b. Action: Hand (left),4b action hand left,Motor,1.0,Yes
UPDRS 1.2 part 3,5a. Rigidity: Neck,5a rigidity neck,Motor,1.0,Yes
UPDRS 1.2 part 3,5b. Rigidity: Upper Extremity (right hand),5b rigidity upper extremity right hand,Motor,1.0,Yes
